Textfile,Determination_Year,Sub_Header,Sub_Section,Cond_Category,EScore
/home/admin/dockers/masters/data/pdfminer/search/DA309-11-2001-I-Mod-9.txt,2012,Bowmans Creek � Eastern and Western Diversions, The Applicant shall construct manage and maintain the eastern and western diversions of Bowmans Creek in the underground mining area to the satisfaction of the DirectorGeneral.       ,4,0.4275
/home/admin/dockers/masters/data/pdfminer/search/DA309-11-2001-I-Mod-9.txt,2012,Bowmans Creek � Eastern and Western Diversions,Within 6 months of completing the construction of the diversions the Applicant shall submit an asexecuted report certified by a practising engineer to the DirectorGeneral and to NoW.  ,4,0.665
/home/admin/dockers/masters/data/pdfminer/search/MP06_0014-Mod-4.txt,2012,Water Supplies, The Proponent shall not use any licensable water from the Wybong Creek Water Source for mining purposes.  ,4,0.95
/home/admin/dockers/masters/data/pdfminer/search/MP05_0021-Mod-4.txt,2012,Water Supply, The Proponent shall ensure that it has sufficient water for all stages of the project and if necessary adjust the scale of mining operations to match its licensed water entitlements to the satisfaction of the DirectorGeneral.  ,4,0.0961875
/home/admin/dockers/masters/data/pdfminer/search/MP10_0059-Mod-1.txt,2012,Water Supply, The Proponent shall ensure that it has sufficient water for all stages of the project and if necessary adjust the scale of mining operations to match its available water supply to the satisfaction of the DirectorGeneral.  ,4,0.106875
/home/admin/dockers/masters/data/pdfminer/search/MP08_0102-Mod-3.txt,2012,Water Supply, The Proponent shall ensure that it has sufficient water for all stages of the projects and if necessary adjust the scale of mining operations to match its water supply.  ,4,0.2375
/home/admin/dockers/masters/data/pdfminer/search/MP08_0102-Mod-3.txt,2012,Glennies Creek and Station Creek Alluvial Aquifers, The Proponent shall not undertake any open cut mining operations within 150 metres of the Glennies Creek alluvial aquifer or Station Creek alluvial aquifer without the prior written approval of the DirectorGeneral. ,4,0.4845
/home/admin/dockers/masters/data/pdfminer/search/MP08_0102-Mod-3.txt,2012,Glennies Creek and Station Creek Alluvial Aquifers,In seeking this approval the Proponent must consult with NOW and demonstrate to the satisfaction of the DirectorGeneral that adequate safeguards have been incorporated into the Surface and Groundwater Response Plan see below to minimise prevent andor adequately offset groundwater leakage from the alluvial aquifers.  ,4,0.27
/home/admin/dockers/masters/data/pdfminer/search/MP10_0138.txt,2012,Water Supply,The Proponent shall ensure that it has sufficient water for all stages of the project and if necessary adjust the scale of mining operations on site to match its available water supply to the satisfaction of the Secretary. ,4,0.106875
/home/admin/dockers/masters/data/pdfminer/search/MP06_0261-Mod-4.txt,2012,Protection of Watercourses, The Proponent shall a ensure mining operations do not interfere with the stability of the Hunter River Wollombi Brook and creek lines located outside the area of mining operations and b retain a buffer zone of 150 metres or less if agreed by the DirectorGeneral following consultation with NOW from the edge of open cut pits and the high bank of the Hunter River and its connected alluvium excepting the area of the site adjacent to the Hobden Gully levee.  ,4,0.4275
/home/admin/dockers/masters/data/pdfminer/search/DA309-11-2001-I-Mod-10.txt,2012,Water Supply, The Applicant shall ensure that it has sufficient water for all stages of the development and if necessary adjust the scale of mining operations to match its water supply.  ,4,0.2375
/home/admin/dockers/masters/data/pdfminer/search/DA309-11-2001-I-Mod-10.txt,2012,Bowmans Creek � Eastern and Western Diversions, The Applicant shall construct manage and maintain the eastern and western diversions of Bowmans Creek in the underground mining area to the satisfaction of the DirectorGeneral.       ,4,0.4275
/home/admin/dockers/masters/data/pdfminer/search/DA309-11-2001-I-Mod-10.txt,2012,Bowmans Creek � Eastern and Western Diversions,Within 6 months of completing the construction of the diversions the Applicant shall submit an asexecuted report certified by a practising engineer to the DirectorGeneral and to NoW.  ,4,0.665
/home/admin/dockers/masters/data/pdfminer/search/DA2995-Mod-5.txt,2012,Discharge Limits, Except as may be expressly provided by a EPA Environmental Protection Licence or in accordance with section 120 of the Protection of the Environment Operations Act the Applicant shall not discharge any water from the site.  ,1,0.855
/home/admin/dockers/masters/data/pdfminer/search/DA3495-Mod-5.txt,2012,Compensatory Water Supply, The Applicant shall provide compensatory water supply to any landowner of privately owned land whose water supply is adversely and directly impacted other than an impact that is negligible as a result of the development in consultation with NOW and to the satisfaction of the DirectorGeneral.  ,2,0.106875
/home/admin/dockers/masters/data/pdfminer/search/DA3495-Mod-5.txt,2012,Compensatory Water Supply,The compensatory water supply measures must provide an alternative longterm supply of water that is equivalent to the loss attributable to the development.  ,2,1
/home/admin/dockers/masters/data/pdfminer/search/DA2995-Mod-5.txt,2012,Site Water Management Plan, Prior to mining commencing in panel A3 or other date agreed by the DirectorGeneral the Applicant shall revise its Site Water Management Plan for the mine in consultation with the NOW and the EPA and to the satisfaction of the DirectorGeneral. ,3,0.2565
/home/admin/dockers/masters/data/pdfminer/search/DA2995-Mod-5.txt,2012,Site Water Management Plan,This plan shall be implemented to the satisfaction of the DirectorGeneral and must include a a Site Water Balance b an Erosion and Sediment Control Plan c a Surface Water Monitoring Program  d a Ground Water Monitoring Program and e a Surface and Ground Water Response Plan.  ,3,0.29925
/home/admin/dockers/masters/data/pdfminer/search/DA2995-Mod-5.txt,2012,Erosion and Sediment Control, The Erosion and Sediment Control Plan must a be consistent with the requirements of Landcoms Managing Urban Stormwater Soils and Construction manual b identify activities that could cause soil erosion and generate sediment c describe measures to minimise soil erosion and the potential for transport of sediment downstream d describe the location function and capacity of erosion and sediment control structures and e describe what measures would be implemented to maintain the structures over time.  ,3,1
/home/admin/dockers/masters/data/pdfminer/search/DA2995-Mod-5.txt,2012,Surface Water Monitoring, The Surface Water Monitoring Program must include a surface water assessment criteria b a program to monitor surface water flows and quality particularly in Black Cony and Quorrobolong Creeks c a program to monitor water levels in farm dams within the subsidence zone d a program to monitor channel stability in Quorrobolong and Cony Creeks  e reporting procedures and f a protocol for the investigation notification and mitigation of identified exceedances of the surface water criteria that are related to the development particularly in respect of acid mine drainage and acid leachate.  ,3,0.7
/home/admin/dockers/masters/data/pdfminer/search/DA2995-Mod-5.txt,2012,Groundwater Monitoring, The Groundwater Monitoring Program must include a ground water impact assessment criteria b a program to monitor the volume and quality of ground water seeping into the underground mine workings c a program to monitor ground water levels and quality and d a protocol for the investigation notification and mitigation of identified exceedances of the ground water impact assessment criteria.  ,3,0.7
/home/admin/dockers/masters/data/pdfminer/search/DA2995-Mod-5.txt,2012,Surface and Ground Water Response Plan, The Surface and Ground Water Response Plan must include a the procedures that would be followed in the event of any exceedance of the surface or groundwater impact assessment criteria or other identified impact on surface or groundwater  b measures to mitigate remediate andor compensate any identified impacts including measures to mitigate andor compensate potentially affected landowners for any loss of surface water flows in local creeks or farm dams and c disposalneutralisation contingencies in the event that acid leachate problems emerge after the mine closes.  ,3,0.7
/home/admin/dockers/masters/data/pdfminer/search/DA2995-Mod-5.txt,2012,Groundwater Study, The Applicant shall in the event it selects the Cessnock No. ,3,0.95
/home/admin/dockers/masters/data/pdfminer/search/DA2995-Mod-5.txt,2012,Groundwater Study,1 Shaft at Kalingo as the ventilation shaft site for the mine submit a report to the DirectorGeneral and the DRE which includes a groundwater study and mine water disposal plan prepared in accordance with the requirements of the DRE and EPA.     ,3,0.63
